"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"539",539,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",341,"shortlisted","Krauss","Nicole","Krauss, Nicole","woman","unknown",FALSE,"Jewish","Jewish American","Masters","Stanford University","Unknown","Unknown","99094300",424,"Great House"
"540",540,8,"Booker Prize","Man Booker Prize","Booker Foundation",2011,"fiction",230,"shortlisted","Miller","AD","Miller, AD","man","unknown",TRUE,"White British","English","Unknown","Lancaster University","Writing","Creative Writing","44064232",221,"Snowdrops"
"541",541,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2011,"crime",230,"shortlisted","Miller","AD","Miller, AD","man","unknown",TRUE,"White British","English","Unknown","Lancaster University","Writing","Creative Writing","44064232",221,"Snowdrops"
"542",542,2,"Costa Book of the Year","Costa Book of the Year","Costa",2011,"no/any/multi genre",25,"winner","Miller","Andrew","Miller, Andrew","man","unknown",TRUE,"White British","English","Doctorate","Brown University","Language and Literature","Classics","84128518",220,"Pure"
"543",543,4,"Costa Novel Award","Costa Novel Award","Costa",2011,"fiction",25,"winner","Miller","Andrew","Miller, Andrew","man","unknown",TRUE,"White British","English","Doctorate","Brown University","Language and Literature","Classics","84128518",220,"Pure"
"544",544,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2011,"crime",436,"shortlisted","Mina","Denise","Mina, Denise","woman","unknown",TRUE,"White British","Scottish","Doctorate","University of Strathclyde","Unknown","Unknown","59311376",579,"The End of the Wasp Season"
"545",545,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",160,"shortlisted","Motion","Andrew","Motion, Andrew","man","unknown",TRUE,"White British","English","Masters","University of Oxford","Language and Literature","Literature","108893413",712,"Laurels and Donkeys"
"546",546,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",338,"winner","Obreht","Téa","Obreht, Téa","woman","unknown",TRUE,"Non-UK White","Serbian American","Masters","University of Strathclyde","Language and Literature","English Literature","107937112",421,"The Tiger's Wife"
"547",547,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2011,"sff",28,"winner","Priest","Christopher","Priest, Christopher","man","unknown",TRUE,"White British","English","None","none","None","None","54152946",639,"The Islanders"
"548",548,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2011,"poetry",92,"shortlisted","Reid","Christopher","Reid, Christopher","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Unknown","Unknown","33082514",713,"Airs and Ditties of No Man's Land"
"549",549,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",653,"shortlisted","Ridley","Matt","Ridley, Matt","man","unknown",TRUE,"White British","English","Doctorate","University of Oxford","Maths and Sciences","Science","19819147",818,"The Rational Optimist"
"550",550,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2011,"fiction",12,"winner","Soli","Tatjana","Soli, Tatjana","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","University of Lancaster","Unknown","Unknown","102919570",307,"The Lotus Eaters"
"551",551,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",654,"shortlisted","Steinberg","Jonathan","Steinberg, Jonathan","man","unknown",TRUE,"Jewish","Jewish American","Doctorate","University of Cambridge","History and Cultural Studies","German History","39453716",819,"Bismarck"
"552",552,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2011,"non-fiction",655,"shortlisted","Stubbs","John","Stubbs, John","man","unknown",TRUE,"White British","English","Doctorate","University of Cambridge","Language and Literature","English Literature","315988453",820,"Reprobates"
"553",553,3,"Costa First Novel Award","Costa First Novel Award","Costa",2011,"fiction",83,"winner","Watson","Christie","Watson, Christie","woman","unknown",TRUE,"White British","British","Masters","University of East Anglia","Writing","Creative Writing","160816645",353,"Tiny Sunbirds Far Away"
"554",554,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2011,"fiction",342,"shortlisted","Winter","Kathleen","Winter, Kathleen","woman","unknown",FALSE,"Non-UK White","English Canadian","Unknown","unknown","Unknown","Unknown","70552881",425,"Annabel"
"555",555,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2011,"children's",86,"winner","Young","Moira","Young, Moira","woman","unknown",TRUE,"Non-UK White","Canadian","Unknown","unknown","Unknown","Unknown","162192629",360,"Blood Red Road"
"556",556,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",645,"shortlisted","Boo","Katherine","Boo, Katherine","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Barnard College","Unknown","Unknown","267649809",809,"Behind the Beautiful Forevers"
"557",557,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2012,"poetry",556,"shortlisted","Bryce","Colette","Bryce, Colette","woman","unknown",TRUE,"White British","Northern Irish","Unknown","unknown","Unknown","Unknown","69841407",714,"Ballasting the Ark"
"558",558,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2012,"crime",450,"shortlisted","Cooper","NJ","Cooper, NJ","woman","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","166817122",575,"Vengeance in Mind"
"559",559,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",646,"shortlisted","Dalrymple","William","Dalrymple, William","man","unknown",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","66535509",810,"Return of a King"
"560",560,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",644,"winner","Davis","Wade","Davis, Wade","man","unknown",FALSE,"Non-UK White","White Canadian","Doctorate","Harvard University","Maths and Sciences","Ethnobotany","34478021",808,"Into the Silence"
"561",561,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",194,"shortlisted","Edugyan","Esi","Edugyan, Esi","woman","unknown",FALSE,"African","Ghanaian Canadian","Masters","Johns Hopkins","Writing","Creative Writing","11696535",81,"Half Blood Blues"
"562",562,8,"Booker Prize","Man Booker Prize","Booker Foundation",2012,"fiction",224,"shortlisted","Eng","Tan Twan","Eng, Tan Twan","man","unknown",FALSE,"Asian","Malaysian","Masters","University of Cape Town","Law","Law","85928889",85,"The Garden of Evening Mists"
"563",563,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",241,"shortlisted","Enright","Anne","Enright, Anne","woman","unknown",FALSE,"Irish","Irish","Masters","University of East Anglia","Writing","Creative Writing","84193881",417,"The Forgotten Waltz"
"564",564,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2012,"poetry",557,"shortlisted","Fisher","Roy","Fisher, Roy","man","unknown",TRUE,"White British","British","Bachelors","University of Birmingham","Unknown","Unknown","96556401",715,"Locklines"
"565",565,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2012,"children's",82,"winner","Gardner","Sally","Gardner, Sally","woman","unknown",TRUE,"White British","British","Bachelors","University of the Arts, London","Unknown","Unknown","6050316",115,"Maggot Moon"
"566",566,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2012,"crime",451,"shortlisted","Hall","MR","Hall, MR","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","198145542480596640599",576,"The Flight"
"567",567,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",335,"shortlisted","Harding","Georgina","Harding, Georgina","woman","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","26737559",418,"Painter of Silence"
"568",568,6,"Costa Poetry Award","Costa Poetry Award","Costa",2012,"poetry",81,"winner","Jamie","Kathleen","Jamie, Kathleen","woman","unknown",TRUE,"White British","Scottish","Bachelors","University of Edinburgh","Philosophy and Theology","Philosophy","115146698",158,"The Overhaul"
"569",569,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2012,"crime",449,"winner","Kerrigan","Gene","Kerrigan, Gene","man","unknown",FALSE,"Irish","Irish","Unknown","unknown","Unknown","Unknown","7276148997699859870006",574,"The Rage"
"570",570,8,"Booker Prize","Man Booker Prize","Booker Foundation",2012,"fiction",204,"shortlisted","Levy","Deborah","Levy, Deborah","woman","unknown",TRUE,"Non-UK White","South African","Bachelors","Middlesex Polytechnic","Arts","Textile Design and Weaving","19937804",178,"Swimming Home"
"571",571,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",633,"shortlisted","MacFarlane","Robert","MacFarlane, Robert","man","unknown",TRUE,"White British","British","Doctorate","University of Cambridge","Language and Literature","Literature and the Environment","85525001",812,"The Old Ways"
"572",572,2,"Costa Book of the Year","Costa Book of the Year","Costa",2012,"no/any/multi genre",77,"winner","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",194,"Bring Up The Bodies"
"573",573,4,"Costa Novel Award","Costa Novel Award","Costa",2012,"fiction",77,"winner","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",194,"Bring Up The Bodies"
"574",574,8,"Booker Prize","Man Booker Prize","Booker Foundation",2012,"fiction",77,"winner","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",194,"Bring Up The Bodies"
"575",575,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",314,"winner","Miller","Madeline","Miller, Madeline","woman","unknown",FALSE,"Non-UK White","White American","Masters","unknown","Language and Literature","Literature","186605056",416,"The Song of Achilles"
"576",576,8,"Booker Prize","Man Booker Prize","Booker Foundation",2012,"fiction",222,"shortlisted","Moore","Alison","Moore, Alison","woman","unknown",TRUE,"White British","English","Unknown","Cornell University","Writing","Creative Writing","170658738",231,"The Lighthouse"
"577",577,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2012,"poetry",531,"winner","Olds","Sharon","Olds, Sharon","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","Columbia University","Language and Literature","Poetry","13382047",678,"Stag's Leap"
"578",578,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",336,"shortlisted","Ozick","Cynthia","Ozick, Cynthia","woman","unknown",FALSE,"Jewish","Jewish American","Masters","Ohio State University","Language and Literature","English Literature","110575264",419,"Foreign Bodies"
"579",579,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2012,"poetry",558,"shortlisted","Padel","Ruth","Padel, Ruth","woman","unknown",TRUE,"White British","British","Doctorate","University of Oxford","Language and Literature","Classics","32066951",716,"The Mara Crossing"
"580",580,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2012,"fiction",337,"shortlisted","Patchett","Ann","Patchett, Ann","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of Iowa","Writing","Creative Writing","54362733",420,"State of Wonder"
"581",581,15,"Ted Hughes Award for New Work in Poetry","Ted Hughes Award for New Work in Poetry","Poetry Society",2012,"poetry",559,"shortlisted","Petrucci","Mario","Petrucci, Mario","man","unknown",TRUE,"Non-UK White","British Italian","Doctorate","University College London","Maths and Sciences","Optoelectronics","46489039",717,"Tales from the Bridge"
"582",582,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",647,"shortlisted","Pinker","Steven","Pinker, Steven","man","unknown",FALSE,"Jewish","Jewish Canadian Polish Romanian","Doctorate","Harvard University","Medicine and Social Work","Psychology","108149508",811,"The Better Angels of our Nature"
"583",583,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2012,"fiction",11,"winner","Powell","Padgett","Powell, Padgett","man","unknown",FALSE,"Non-UK White","White American","Masters","University of Houston","Language and Literature","English Literature","94689582",263,"You and I"
"584",584,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2012,"non-fiction",648,"shortlisted","Preston","Paul","Preston, Paul","man","unknown",TRUE,"White British","English","Doctorate","University of Oxford","History and Cultural Studies","European History","12330221",813,"The Spanish Holocaust"
"585",585,13,"James Tait Black Prize for Drama","James Tait Black Prize for Drama","The University of Edinburgh",2012,"drama",520,"winner","Price","Tim","Price, Tim","man","unknown",TRUE,"White British","Welsh","Unknown","unknown","Unknown","Unknown","282614666",667,"The Radicalisation of Bradley Manning"
