"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"266",266,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2003,"sff",503,"winner","Grimwood","Jon Courtenay","Grimwood, Jon Courtenay","man","unknown",TRUE,"White British","Maltese British","Unknown","unknown","Unknown","Unknown","26553205",647,"Felaheen"
"267",267,2,"Costa Book of the Year","Whitbread Book of the Year","Whitbread",2003,"no/any/multi genre",119,"winner","Haddon","Mark","Haddon, Mark","man","unknown",TRUE,"White British","English","Masters","University of Edinburgh","Language and Literature","English Literature","85413157",126,"The Curious Incident of the Dog in the Night-Time"
"268",268,4,"Costa Novel Award","Whitbread Novel Award","Whitbread",2003,"fiction",119,"winner","Haddon","Mark","Haddon, Mark","man","unknown",TRUE,"White British","English","Masters","University of Edinburgh","Language and Literature","English Literature","85413157",126,"The Curious Incident of the Dog in the Night-Time"
"269",269,8,"Booker Prize","Man Booker Prize","Booker Foundation",2003,"fiction",257,"shortlisted","Heller","Zoe","Heller, Zoe","woman","unknown",TRUE,"Jewish","Jewish British","Masters","Columbia University","Language and Literature","English Literature","85560665",137,"Notes on a Scandal"
"270",270,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2003,"non-fiction",694,"shortlisted","Judson","Olivia","Judson, Olivia","woman","unknown",TRUE,"White British","English","Doctorate","University of Oxford","Maths and Sciences","Evolutionary Biology","951847",864,"Dr Tatiana's Sex Advice to All Creation"
"271",271,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2003,"fiction",278,"shortlisted","Mackay","Shena","Mackay, Shena","woman","unknown",TRUE,"White British","Scottish","None","none","None","None","49454346",462,"Heligoland"
"272",272,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2003,"fiction",365,"winner","Martin","Valerie","Martin, Valerie","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of Massachusetts, Amherst","Writing","Creative Writing","101831920",464,"Property"
"273",273,8,"Booker Prize","Man Booker Prize","Booker Foundation",2003,"fiction",258,"shortlisted","Morrall","Clare","Morrall, Clare","woman","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","66699469",234,"Astonishing Splashes of Colour"
"274",274,6,"Costa Poetry Award","Whitbread Poetry Award","Whitbread",2003,"poetry",67,"winner","Paterson","Don","Paterson, Don","man","unknown",TRUE,"White British","Scottish","None","none","None","None","40326655",257,"Landing Light"
"275",275,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2003,"poetry",67,"winner","Paterson","Don","Paterson, Don","man","unknown",TRUE,"White British","Scottish","None","none","None","None","40326655",257,"Landing Light"
"276",276,3,"Costa First Novel Award","Whitbread First Novel Award","Whitbread",2003,"fiction",120,"winner","Pierre","DBC","Pierre, DBC","man","unknown",TRUE,"Non-UK White","White Australian British","None","none","None","None","93888958",262,"Vernon God Little"
"277",277,8,"Booker Prize","Man Booker Prize","Booker Foundation",2003,"fiction",120,"winner","Pierre","DBC","Pierre, DBC","man","unknown",TRUE,"Non-UK White","White Australian British","None","none","None","None","93888958",262,"Vernon God Little"
"278",278,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2003,"fiction",261,"shortlisted","Shields","Carol","Shields, Carol","woman","unknown",FALSE,"Non-UK White","White American Canadian","Masters","University of Ottawa","Language and Literature","English Literature","4944537",295,"Unless"
"279",279,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2003,"fiction",22,"shortlisted","Smith","Zadie","Smith, Zadie","woman","unknown",TRUE,"Black British","Jamaican British","Unknown","unknown","Unknown","Unknown","14951645",461,"The Autograph Man"
"280",280,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2003,"fiction",332,"shortlisted","Tartt","Donna","Tartt, Donna","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Bennington College","Unknown","Unknown","85733536",460,"The Little Friend"
"281",281,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",2003,"biography",121,"winner","Taylor","DJ","Taylor, DJ","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","History and Cultural Studies","Modern History","110124814",322,"Orwell: The Life"
"282",282,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2003,"non-fiction",123,"shortlisted","Tomalin","Claire","Tomalin, Claire","woman","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","Unknown","Unknown","89941811",334,"Samuel Pepys: The Unequalled Self"
"283",283,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2003,"non-fiction",695,"shortlisted","Vincent","Edgar","Vincent, Edgar","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Unknown","Unknown","37151454",865,"Nelson"
"284",284,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2003,"crime",481,"winner","Walters","Minette","Walters, Minette","woman","unknown",TRUE,"White British","English","Bachelors","Durham University","Language and Literature","French","79704",614,"Fox Evil"
"285",285,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",329,"shortlisted","Adichie","Chimamanda Ngozi","Adichie, Chimamanda Ngozi","woman","unknown",FALSE,"African","Nigerian America","Masters","Johns Hopkins University/Yale University","Multiple","Creative Writing/African History","87194517",456,"Purple Hibiscus"
"286",286,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",689,"shortlisted","Applebaum","Anne","Applebaum, Anne","woman","unknown",FALSE,"Jewish","Jewish American","Masters","London School of Economics","Politics and Economics","International Relations","278339970",856,"Gulag"
"287",287,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",190,"shortlisted","Atwood","Margaret","Atwood, Margaret","woman","unknown",FALSE,"Non-UK White","White Canadian","Masters","Radcliffe College","Language and Literature","English Literature","109322990",12,"Oryx and Crake"
"288",288,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",630,"shortlisted","Bate","Jonathan","Bate, Jonathan","man","unknown",TRUE,"White British","British","Doctorate","University of Cambridge","Language and Literature","Unknown","54169585",857,"John Clare"
"289",289,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",690,"shortlisted","Bryson","Bill","Bryson, Bill","man","unknown",TRUE,"White British","American British","Unknown","unknown","Unknown","Unknown","59134159",858,"A Short History of Nearly Everything"
"290",290,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",252,"shortlisted","Dangor","Achmat","Dangor, Achmat","man","unknown",FALSE,"African","South African","Bachelors","Rhodes University","Language and Literature","Literature","64045687",67,"Bitter Fruit"
"291",291,3,"Costa First Novel Award","Whitbread First Novel Award","Whitbread",2004,"fiction",115,"winner","Fletcher","Susan","Fletcher, Susan","woman","unknown",TRUE,"White British","British","Bachelors","University of East Anglia","Writing","Creative Writing","66750268",100,"Eve Green"
"292",292,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",688,"winner","Funder","Anna","Funder, Anna","woman","unknown",FALSE,"Non-UK White","White Australian","Doctorate","University of Technology, Sydney","Writing","Creative Arts","92497046",855,"Stasiland"
"293",293,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",2004,"biography",116,"winner","Guy","John","Guy, John","man","unknown",TRUE,"White British","British","Doctorate","University of Cambridge","History and Cultural Studies","History","282761978",125,"My Heart is My Own: The Life of Mary Queen of Scots"
"294",294,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",253,"shortlisted","Hall","Sarah","Hall, Sarah","woman","unknown",TRUE,"White British","English","Masters","University of St Andrews","Writing","Creative Writing","74094805",128,"The Electric Michaelangelo"
"295",295,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",691,"shortlisted","Hartley","Aidan","Hartley, Aidan","man","unknown",TRUE,"Black British","Kenyan British","Masters","University of London","Politics and Economics","Politics","26437251",859,"The Zanzibar Chest"
"296",296,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2004,"crime",478,"shortlisted","Hayder","Mo","Hayder, Mo","woman","unknown",TRUE,"White British","British","None","none","None","None","19845460",610,"Tokyo"
"297",297,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",363,"shortlisted","Hazzard","Shirley","Hazzard, Shirley","woman","unknown",FALSE,"Non-UK White","White Australian American","None","none","None","None","34571187",457,"The Great Fire"
"298",298,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2004,"non-fiction",692,"shortlisted","Holland","Tom","Holland, Tom","man","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","Language and Literature","English","300279794",860,"Rubicon"
"299",299,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",29,"winner","Hollinghurst","Alan","Hollinghurst, Alan","man","queer",TRUE,"White British","English","Masters","University of Oxford","Language and Literature","English Literature","90719312",142,"The Line of Beauty"
"300",300,2,"Costa Book of the Year","Whitbread Book of the Year","Whitbread",2004,"no/any/multi genre",114,"winner","Levy","Andrea","Levy, Andrea","woman","unknown",TRUE,"Caribbean","Jamaican British","Unknown","Dartington College of Arts","Arts","Theatre","74098174",177,"Small Island"
"301",301,4,"Costa Novel Award","Whitbread Novel Award","Whitbread",2004,"fiction",114,"winner","Levy","Andrea","Levy, Andrea","woman","unknown",TRUE,"Caribbean","Jamaican British","Unknown","Dartington College of Arts","Arts","Theatre","74098174",177,"Small Island"
"302",302,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",114,"winner","Levy","Andrea","Levy, Andrea","woman","unknown",TRUE,"Caribbean","Jamaican British","Unknown","Dartington College of Arts","Arts","Theatre","74098174",177,"Small Island"
"303",303,7,"Costa Children's Book Award","Whitbread Children's Book Award","Whitbread",2004,"children's",118,"winner","McCaughrean","Geraldine","McCaughrean, Geraldine","woman","unknown",TRUE,"White British","British","Unknown","Canterbury Christ Church University","Unknown","Unknown","54191408",207,"Not the End of the World"
"304",304,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2004,"crime",479,"shortlisted","McDermid","Val","McDermid, Val","woman","queer",TRUE,"White British","Scottish","Bachelors","University of Oxford","Language and Literature","English","85313207",611,"The Torment of Others"
"305",305,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2004,"sff",500,"winner","McDonald","Ian","McDonald, Ian","man","unknown",TRUE,"Irish","Scottish Irish","Unknown","unknown","Unknown","Unknown","100337159",646,"River of Gods"
"306",306,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",254,"shortlisted","Mitchell","David","Mitchell, David","man","unknown",TRUE,"White British","English","Masters","University of Kent","Language and Literature","Comparative Literature","85328187",226,"Cloud Atlas"
"307",307,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2004,"crime",480,"shortlisted","Nichol","James W","Nichol, James W","man","unknown",FALSE,"Non-UK White","White Canadian","Unknown","unknown","Unknown","Unknown","79128717",612,"Midnight Cab"
"308",308,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2004,"fiction",19,"winner","O'Hagan","Andrew","O'Hagan, Andrew","man","unknown",TRUE,"White British","Scottish","Bachelors","University of Cambridge","Language and Literature","English Literature","87155882",248,"Personality"
"309",309,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2004,"crime",477,"winner","Paretsky","Sara","Paretsky, Sara","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","University of Chicago","History and Cultural Studies","History","98820882",609,"Blacklist"
"310",310,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",364,"shortlisted","Slovo","Gillian","Slovo, Gillian","woman","unknown",FALSE,"White British","White South African British","Doctorate","University of Iowa","Language and Literature","Literature","85450517",458,"Ice Road"
"311",311,6,"Costa Poetry Award","Whitbread Poetry Award","Whitbread",2004,"poetry",117,"winner","Symmons Roberts","Michael","Symmons Roberts, Michael","man","unknown",TRUE,"White British","British","Unknown","Courtauld Institute of Art","Unknown","Unknown","68815992",297,"Corpus"
"312",312,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2004,"poetry",536,"winner","Szirtes","George","Szirtes, George","man","unknown",TRUE,"Non-UK White","Hungarian British","Bachelors","Leeds College of Art and Design","Arts","Painting","98248260",686,"Reel"
"313",313,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",94,"shortlisted","Tóibín","Colm","Tóibín, Colm","man","queer",FALSE,"Irish","Irish","Bachelors","University College Dublin","Multiple","History and English","32063755",331,"The Master"
"314",314,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2004,"fiction",31,"shortlisted","Tremain","Rose","Tremain, Rose","woman","unknown",TRUE,"White British","English","Bachelors","University of East Anglia","Language and Literature","English Literature","49285360",459,"The Colour"
"315",315,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2004,"crime",475,"shortlisted","Wilson","Laura","Wilson, Laura","woman","unknown",TRUE,"White British","English","Unknown","University of Oxford","Language and Literature","English","121020429",613,"The Lover"
"316",316,8,"Booker Prize","Man Booker Prize","Booker Foundation",2004,"fiction",255,"shortlisted","Woodward","Gerard","Woodward, Gerard","man","unknown",TRUE,"White British","British","Postgraduate","University of Manchester","History and Cultural Studies","Social Anthropology","114341591",357,"I'll Go to Bed at Noon"
"317",317,3,"Costa First Novel Award","Whitbread First Novel Award","Whitbread",2005,"fiction",111,"winner","Aw","Tash","Aw, Tash","man","unknown",TRUE,"Asian","Malaysian","Unknown","University of East Anglia","Writing","Creative Writing","85723301",16,"The Harmony Silk Factory"
"318",318,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",250,"winner","Banville","John","Banville, John","man","unknown",FALSE,"Irish","Irish","None","none","None","None","46805211",21,"The Sea"
"319",319,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",226,"shortlisted","Barnes","Julian","Barnes, Julian","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","Modern Languages","51710796",24,"Arthur & George"
"320",320,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",14,"shortlisted","Barry","Sebastian","Barry, Sebastian","man","unknown",FALSE,"Irish","Irish","Unknown","Trinity College, Dublin","Language and Literature","Latin and English","86463948",27,"A Long Long Way"
"321",321,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",46,"winner","Coe","Jonathan","Coe, Jonathan","man","unknown",TRUE,"White British","English","Doctorate","University of Warwick","Language and Literature","English Literature","7446091",850,"Like a Fiery Elephant"
"322",322,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",359,"shortlisted","Denby","Joolz","Denby, Joolz","woman","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","79213157",451,"Billie Morgan"
"323",323,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2005,"poetry",85,"winner","Duffy","Carol Ann","Duffy, Carol Ann","woman","queer",TRUE,"White British","Scottish","Bachelors","University of Liverpool","Philosophy and Theology","Philosophy","114321106",685,"Rapture"
"324",324,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",168,"shortlisted","Gardam","Jane","Gardam, Jane","woman","unknown",TRUE,"White British","English","Bachelors","University of London","Language and Literature","English Literature","70213168",452,"Old Filth"
"325",325,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",360,"shortlisted","Holman","Sheri","Holman, Sheri","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","William & Mary","Arts","Theatre","17358913",453,"The Mammoth Cheese"
"326",326,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2005,"crime",476,"winner","Indriðason","Arnaldur","Indriðason, Arnaldur","man","unknown",FALSE,"Non-UK White","Icelandic","Unknown","unknown","Unknown","Unknown","49405743",608,"Silence of the Grave"
"327",327,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",251,"shortlisted","Ishiguro","Kazuo","Ishiguro, Kazuo","man","unknown",TRUE,"Asian","Japanese British","Masters","University of East Anglia","Writing","Creative Writing","108702574",152,"Never Let Me Go"
"328",328,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",361,"shortlisted","Lewycka","Marina","Lewycka, Marina","woman","unknown",TRUE,"Non-UK White","Ukrainian British","Bachelors","University of York","Language and Literature","English Literature","39691055",454,"A Short History of Tractors in Ukrainian"
"329",329,6,"Costa Poetry Award","Whitbread Poetry Award","Whitbread",2005,"poetry",112,"winner","Logue","Christopher","Logue, Christopher","man","unknown",TRUE,"White British","English","None","none","None","None","111268555",181,"Cold Calls"
"330",330,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",684,"shortlisted","Masters","Alexander","Masters, Alexander","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","79260596",851,"Stuart"
"331",331,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",685,"shortlisted","Mehta","Suketu","Mehta, Suketu","man","unknown",FALSE,"Asian","Indian American","Masters","University of Iowa","Writing","Creative Writing","26163510302710931857",852,"MaximumCity"
"332",332,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",362,"shortlisted","Meloy","Maile","Meloy, Maile","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of California, Irvine","Writing","Creative Writing","49469571",455,"Liars and Saints"
"333",333,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",686,"shortlisted","Pamuk","Orhan","Pamuk, Orhan","man","unknown",FALSE,"Non-UK White","Turkish","Bachelors","Istanbul University","Writing","Journalism","107501225",853,"Istanbul"
"334",334,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2005,"fiction",18,"winner","Peace","David","Peace, David","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","39559391",258,"GB84"
"335",335,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2005,"sff",504,"winner","Ryman","Geoff","Ryman, Geoff","man","queer",TRUE,"Non-UK White","White Canadian","Masters","University of California, Los Angeles","History and Cultural Studies","History","47378368",645,"Air"
"336",336,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2005,"fiction",358,"winner","Shriver","Lionel","Shriver, Lionel","woman","unknown",TRUE,"Non-UK White","White American","Bachelors","Columbia University","Language and Literature","English and Russian","99194665",450,"We Need to Talk About Kevin"
"337",337,4,"Costa Novel Award","Whitbread Novel Award","Whitbread",2005,"fiction",70,"winner","Smith","Ali","Smith, Ali","woman","queer",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","118024365",305,"The Accidental"
"338",338,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",70,"shortlisted","Smith","Ali","Smith, Ali","woman","queer",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","118024365",305,"The Accidental"
"339",339,8,"Booker Prize","Man Booker Prize","Booker Foundation",2005,"fiction",22,"shortlisted","Smith","Zadie","Smith, Zadie","woman","unknown",TRUE,"Black British","Jamaican British","Unknown","unknown","Unknown","Unknown","14951645",303,"On Beauty"
"340",340,2,"Costa Book of the Year","Whitbread Book of the Year","Whitbread",2005,"no/any/multi genre",110,"winner","Spurling","Hilary","Spurling, Hilary","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English Literature","27081285",312,"Matisse: The Master"
"341",341,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",2005,"biography",110,"winner","Spurling","Hilary","Spurling, Hilary","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English Literature","27081285",312,"Matisse: The Master"
"342",342,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",110,"shortlisted","Spurling","Hilary","Spurling, Hilary","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English Literature","27081285",312,"Matisse: The Master"
"343",343,7,"Costa Children's Book Award","Whitbread Children's Book Award","Whitbread",2005,"children's",113,"winner","Thompson","Kate","Thompson, Kate","woman","unknown",TRUE,"Irish","British Irish","Unknown","unknown","Unknown","Unknown","60015614",328,"The New Policeman"
"344",344,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2005,"non-fiction",687,"shortlisted","Wise","Sarah","Wise, Sarah","woman","unknown",TRUE,"White British","English","Bachelors","Southampton University","Language and Literature","English","29820747",854,"The Italian Boy"
"345",345,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",472,"shortlisted","Beckett","Simon","Beckett, Simon","man","unknown",TRUE,"White British","British","Masters","Newcastle University","Language and Literature","English","160204614",603,"The Chemistry of Death"
"346",346,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",679,"shortlisted","Bennett","Alan","Bennett, Alan","man","queer",TRUE,"White British","English","Bachelors","University of Oxford","History and Cultural Studies","History","110928162",845,"Untold Stories"
"347",347,4,"Costa Novel Award","Costa Novel Award","Costa",2006,"fiction",33,"winner","Boyd","William","Boyd, William","man","unknown",TRUE,"White British","British","Unknown","University of Oxford","Language and Literature","English Literature","111500719",37,"Restless"
"348",348,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",680,"shortlisted","Brotton","Jerry","Brotton, Jerry","man","unknown",TRUE,"White British","British","Doctorate","Queen Mary University of London","History and Cultural Studies","Early Modern Mapping","6101162",846,"The Sale of the Late King's Goods"
"349",349,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",681,"shortlisted","Callil","Carmen","Callil, Carmen","woman","unknown",TRUE,"White British","Lebanese British","Bachelors","Melbourne University","Multiple","English Literature and Australian History","5064157",847,"Bad Faith"
"350",350,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",471,"winner","Cleeves","Ann","Cleeves, Ann","woman","unknown",TRUE,"White British","British","None","none","None","None","40585642",602,"Raven Black"
"351",351,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",473,"shortlisted","Cook","Thomas H","Cook, Thomas H","man","unknown",FALSE,"Non-UK White","White American","Masters","Hunter College","History and Cultural Studies","American History","102142009",604,"Red Leaves"
"352",352,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",245,"winner","Desai","Kiran","Desai, Kiran","woman","unknown",TRUE,"Asian","Indian American","Masters","University of Delhi","Language and Literature","English Literature","34618623",71,"The Inheritance of Loss"
"353",353,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",461,"shortlisted","Fyfield","Frances","Fyfield, Frances","woman","unknown",TRUE,"White British","English","Bachelors","unknown","Language and Literature","English","76372462",605,"Safer Than Houses"
"354",354,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",246,"shortlisted","Grenville","Kate","Grenville, Kate","woman","unknown",FALSE,"Non-UK White","White Australian","Doctorate","University of Technology, Sydney","Arts","Creative Arts","42044546",122,"The Secret River"
"355",355,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2006,"sff",503,"winner","Grimwood","Jon Courtenay","Grimwood, Jon Courtenay","man","unknown",TRUE,"White British","Maltese British","Unknown","unknown","Unknown","Unknown","26553205",644,"End of the World Blues"
"356",356,6,"Costa Poetry Award","Costa Poetry Award","Costa",2006,"poetry",108,"winner","Haynes","John","Haynes, John","man","unknown",TRUE,"White British","English","Bachelors","University of Southampton","Unknown","Unknown","113454170",133,"Letter to Patience"
"357",357,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2006,"poetry",134,"winner","Heaney","Seamus","Heaney, Seamus","man","unknown",TRUE,"White British","Northern Irish","Bachelors","Queen's University","Language and Literature","English Literature","109557338",684,"District and Circle"
"358",358,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",247,"shortlisted","Hyland","MJ","Hyland, MJ","woman","unknown",TRUE,"Irish","British Irish Australian","Unknown","University of Melbourne","Multiple","English and Law","22125959",150,"Carry Me Down"
"359",359,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",474,"shortlisted","James","Bill","James, Bill","man","unknown",TRUE,"White British","Welsh","None","none","None","None","85437283",606,"Wolves of Memory"
"360",360,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",682,"shortlisted","Judt","Tony","Judt, Tony","man","unknown",TRUE,"Jewish","Jewish British","Doctorate","University of Cambridge","History and Cultural Studies","European History","19699030",848,"Postwar"
"361",361,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",341,"shortlisted","Krauss","Nicole","Krauss, Nicole","woman","unknown",FALSE,"Jewish","Jewish American","Masters","Stanford University","Unknown","Unknown","99094300",448,"The History of Love"
"362",362,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",77,"shortlisted","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",447,"Beyond Black"
"363",363,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",248,"shortlisted","Matar","Hisham","Matar, Hisham","man","unknown",TRUE,"African","British Libyan","Masters","University of London","Arts","Architecture","87596371",198,"In the Country of Men"
"364",364,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2006,"fiction",17,"winner","McEwan","Ian","McEwan, Ian","man","unknown",TRUE,"White British","English","Masters","University of East Anglia","Writing","Creative Writing","109587997",212,"Saturday"
"365",365,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2006,"children's",109,"winner","Newbery","Linda","Newbery, Linda","woman","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","23059591",241,"Set in Stone"
"366",366,2,"Costa Book of the Year","Costa Book of the Year","Costa",2006,"no/any/multi genre",106,"winner","Penney","Stef","Penney, Stef","woman","unknown",TRUE,"White British","Scottish","Bachelors","unknown","Philosophy and Theology","Philosophy and Theology","85813646",259,"The Tenderness of Wolves"
